  Omega0      e0        e1        e2       e11       e22       e33        ai      delta0  
   1.00000   1.00000   0.80000   0.60000   0.00000   0.00000   0.00000   0.10000  -0.29310
Number of "drawing" timesteps:    500
  exp. factor        a1             a2             a3         exp. ratio   
      0.100000      1.000000      0.800000      0.600000      1.000000
      0.104050      1.053609      0.849532      0.647952      1.040505
      0.108024      1.107217      0.899064      0.695905      1.080236
      0.111925      1.160826      0.948596      0.743857      1.119249
      0.115759      1.214434      0.998128      0.791809      1.157594
      0.119531      1.268043      1.047661      0.839761      1.195314
      0.123245      1.321651      1.097193      0.887714      1.232448
      0.126903      1.375260      1.146725      0.935666      1.269030
      0.130509      1.428869      1.196257      0.983618      1.305093
      0.134066      1.482477      1.245789      1.031570      1.340664
      0.137577      1.536086      1.295321      1.079523      1.375769
      0.141043      1.589694      1.344853      1.127475      1.410432
      0.144467      1.643303      1.394385      1.175427      1.444674
      0.147851      1.696911      1.443918      1.223380      1.478515
      0.151197      1.750520      1.493450      1.271332      1.511973
      0.154506      1.804128      1.542982      1.319284      1.545064
      0.157781      1.857737      1.592514      1.367236      1.577805
      0.161021      1.911346      1.642046      1.415189      1.610210
      0.164229      1.964954      1.691578      1.463141      1.642292
      0.167406      2.018563      1.741110      1.511093      1.674064
      0.170554      2.072171      1.790642      1.559046      1.705537
      0.173672      2.125780      1.840175      1.606998      1.736722
      0.176763      2.179388      1.889707      1.654950      1.767629
      0.179827      2.232997      1.939239      1.702902      1.798269
      0.182865      2.286606      1.988771      1.750855      1.828650
      0.185878      2.340214      2.038303      1.798807      1.858780
      0.188867      2.393823      2.087835      1.846759      1.888669
      0.191832      2.447431      2.137367      1.894711      1.918322
      0.194775      2.501040      2.186899      1.942664      1.947749
      0.197695      2.554648      2.236431      1.990616      1.976954
      0.200595      2.608257      2.285964      2.038568      2.005945
      0.203473      2.661866      2.335496      2.086521      2.034729
      0.206331      2.715474      2.385028      2.134473      2.063310
      0.209169      2.769083      2.434560      2.182425      2.091695
      0.211989      2.822691      2.484092      2.230377      2.119888
      0.214789      2.876300      2.533624      2.278330      2.147895
      0.217572      2.929908      2.583156      2.326282      2.175721
      0.220337      2.983517      2.632688      2.374234      2.203369
      0.223085      3.037125      2.682221      2.422186      2.230846
      0.225815      3.090734      2.731753      2.470139      2.258154
      0.228530      3.144343      2.781285      2.518091      2.285298
      0.231228      3.197951      2.830817      2.566043      2.312282
      0.233911      3.251560      2.880349      2.613996      2.339109
      0.236578      3.305168      2.929881      2.661948      2.365784
      0.239231      3.358777      2.979413      2.709900      2.392308
      0.241869      3.412385      3.028945      2.757852      2.418687
      0.244492      3.465994      3.078478      2.805805      2.444922
      0.247102      3.519603      3.128010      2.853757      2.471018
      0.249698      3.573211      3.177542      2.901709      2.496976
      0.252280      3.626820      3.227074      2.949662      2.522800
      0.254849      3.680428      3.276606      2.997614      2.548493
      0.257406      3.734037      3.326138      3.045566      2.574057
      0.259949      3.787645      3.375670      3.093518      2.599494
      0.262481      3.841254      3.425202      3.141471      2.624808
      0.265000      3.894863      3.474734      3.189423      2.650000
      0.267507      3.948471      3.524267      3.237375      2.675073
      0.270003      4.002080      3.573799      3.285327      2.700029
      0.272487      4.055688      3.623331      3.333280      2.724870
      0.274960      4.109297      3.672863      3.381232      2.749599
      0.277422      4.162905      3.722395      3.429184      2.774216
      0.279873      4.216514      3.771927      3.477137      2.798725
      0.282313      4.270123      3.821459      3.525089      2.823128
      0.284742      4.323731      3.870991      3.573041      2.847425
      0.287162      4.377340      3.920524      3.620993      2.871619
      0.289571      4.430948      3.970056      3.668946      2.895711
      0.291970      4.484557      4.019588      3.716898      2.919704
      0.294360      4.538165      4.069120      3.764850      2.943598
      0.296740      4.591774      4.118652      3.812802      2.967396
      0.299110      4.645382      4.168184      3.860755      2.991099
      0.301471      4.698991      4.217716      3.908707      3.014708
      0.303823      4.752600      4.267248      3.956659      3.038225
      0.306165      4.806208      4.316781      4.004612      3.061652
      0.308499      4.859817      4.366313      4.052564      3.084989
      0.310824      4.913425      4.415845      4.100516      3.108238
      0.313140      4.967034      4.465377      4.148468      3.131401
      0.315448      5.020642      4.514909      4.196421      3.154478
      0.317747      5.074251      4.564441      4.244373      3.177471
      0.320038      5.127860      4.613973      4.292325      3.200382
      0.322321      5.181468      4.663505      4.340278      3.223210
      0.324596      5.235077      4.713037      4.388230      3.245958
      0.326863      5.288685      4.762570      4.436182      3.268627
      0.329122      5.342294      4.812102      4.484134      3.291217
      0.331373      5.395902      4.861634      4.532087      3.313730
      0.333617      5.449511      4.911166      4.580039      3.336167
      0.335853      5.503120      4.960698      4.627991      3.358529
      0.338082      5.556728      5.010230      4.675943      3.380816
      0.340303      5.610337      5.059762      4.723896      3.403030
      0.342517      5.663945      5.109294      4.771848      3.425172
      0.344724      5.717554      5.158827      4.819800      3.447243
      0.346924      5.771162      5.208359      4.867753      3.469243
      0.349117      5.824771      5.257891      4.915705      3.491173
      0.351304      5.878379      5.307423      4.963657      3.513035
      0.353483      5.931988      5.356955      5.011609      3.534829
      0.355656      5.985597      5.406487      5.059562      3.556556
      0.357822      6.039205      5.456019      5.107514      3.578217
      0.359981      6.092814      5.505551      5.155466      3.599813
      0.362134      6.146422      5.555084      5.203419      3.621344
      0.364281      6.200031      5.604616      5.251371      3.642811
      0.366422      6.253639      5.654148      5.299323      3.664215
      0.368556      6.307248      5.703680      5.347275      3.685557
      0.370684      6.360857      5.753212      5.395228      3.706837
      0.372806      6.414465      5.802744      5.443180      3.728057
      0.374922      6.468074      5.852276      5.491132      3.749216
      0.377032      6.521682      5.901808      5.539084      3.770315
